model_id,example_index,reference_answer,generated_answer,raw_generation,generated_tokens,token_f1,reference_answer_logprob_sum,reference_answer_nll_mean,reference_answer_token_perplexity,reference_answer_tokens,answer_similarity
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,10,The anterior drawer test is performed with the knee at a 90 degree angle to test for ACL injury.,"The anterior drawer test is a medical test used to assess the integrity of the anterior cruciate ligament (ACL) in the knee joint. During the test, the knee is flexed to 90 degrees and the tibia is pulled forward, causing the tibia to move anteriorly relative to the femur. The degree of anterior drawer is measured in degrees.","The anterior drawer test is a medical test used to assess the integrity of the anterior cruciate ligament (ACL) in the knee joint. During the test, the knee is flexed to 90 degrees and the tibia is pulled forward, causing the tibia to move anteriorly relative to the femur. The degree of anterior drawer is measured in degrees.",74,0.31746031746031744,-25.625,1.21875,3.382956394092469,21,0.8979440927505493
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,11,Chloramphenicol is the protein synthesis inhibitor that can result in dose-independent aplastic anemia.,Desoxycorticoid (DOC) is the protein synthesis inhibitor that can cause aplastic anemia independent of the dose.,Desoxycorticoid (DOC) is the protein synthesis inhibitor that can cause aplastic anemia independent of the dose.,26,0.7407407407407408,-21.125,1.0078125,2.7396015770741706,21,0.5386821627616882
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,12,"Maternal diabetes during the first trimester of pregnancy is associated with an increased risk of fetal cardiac, limb, and neural tube defects. This is because high blood sugar levels in the mother can interfere with the normal development of the fetus during this critical period. It is important for women with diabetes to closely monitor their blood sugar levels and receive appropriate medical care before and during pregnancy to reduce the risk of complications for themselves and their babies. Additionally, women who are planning to become pregnant should discuss their diabetes management plan with their healthcare provider to ensure that their blood sugar levels are well-controlled before conception.",Maternal diabetes can lead to fetal growth restriction during the first trimester of pregnancy.,Maternal diabetes can lead to fetal growth restriction during the first trimester of pregnancy.,18,0.1724137931034483,-112.0,0.94921875,2.5836903625350174,118,0.8471479415893555
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,13,"Kallmann syndrome typically presents as infertility in males and amenorrhea in females, and anosmia may be present in both sexes. Kallmann syndrome is a genetic disorder that affects the development of the hypothalamus and the olfactory system. It can cause a lack of or delayed puberty, as well as a reduced sense of smell. In males, Kallmann syndrome can cause small testicles, reduced muscle mass, and decreased facial and body hair. In females, it can cause a lack of breast development, a small uterus, and absent or irregular menstrual periods. Treatment for Kallmann syndrome may involve hormone therapy to induce puberty and fertility, as well as olfactory training to improve the sense of smell.","Kallmann syndrome is a rare genetic disorder that affects the development of the pituitary gland, which is responsible for producing hormones that regulate growth and development. In males, Kallmann syndrome typically presents with a lack of facial and genital development, as well as a short stature. In females, the condition can present with a short stature and a lack of breast development. However, there is one symptom that can be present in both sexes: anosmia, which is the loss of the sense of smell.","Kallmann syndrome is a rare genetic disorder that affects the development of the pituitary gland, which is responsible for producing hormones that regulate growth and development. In males, Kallmann syndrome typically presents with a lack of facial and genital development, as well as a short stature. In females, the condition can present with a short stature and a lack of breast development. However, there is one symptom that can be present in both sexes: anosmia, which is the loss of the sense of smell.",103,0.48044692737430167,-162.0,1.1171875,3.056246411227913,145,0.8856606483459473
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,14,How is follicular lymphoma distinguished from reactive follicular hyperplasia in terms of lymph node architecture? Follicular lymphoma is distinguished from reactive follicular hyperplasia by disruption of normal lymph node architecture.,"In terms of lymph node architecture, follicular lymphoma is distinguished from reactive follicular hyperplasia by the presence of germinal centers.","In terms of lymph node architecture, follicular lymphoma is distinguished from reactive follicular hyperplasia by the presence of germinal centers.",29,0.653061224489796,-20.0,0.46484375,1.5917654561028425,43,0.8472015857696533
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,15,"The condition that is suggested by the presence of a smooth, non-tender abdominal mass in a child aged 2-5 that does not cross the midline and is associated with hematuria and hypertension is Wilms tumor (nephroblastoma). Wilms tumor is a type of kidney cancer that primarily affects children and is typically diagnosed between the ages of 2 and 5. It is important to consult with a healthcare professional for a proper diagnosis and management of symptoms.","The presence of a smooth, non-tender abdominal mass in a child aged 2-5 that does not cross the midline and is associated with hematuria and hypertension is suggestive of Wilms tumor.","The presence of a smooth, non-tender abdominal mass in a child aged 2-5 that does not cross the midline and is associated with hematuria and hypertension is suggestive of Wilms tumor.",43,0.5714285714285714,-44.75,0.4609375,1.5855597506992676,97,0.8904873132705688
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,16,"Anti-staph penicillins are a type of antibacterial medication that are specifically designed to target and treat infections caused by Staphylococcus bacteria. Unlike other types of penicillins, anti-staph penicillins have bulky R-groups that block access of the β-lactam ring, which is the part of the penicillin molecule that is typically targeted by penicillinase/β-lactamase enzymes. This makes anti-staph penicillins more resistant to these enzymes and allows them to be more effective against Staphylococcus infections. Other types of penicillins may be less effective against Staphylococcus infections because they are more susceptible to degradation by penicillinase/β-lactamase enzymes.",Anti-staph penicillins are a type of penicillins that are resistant to penicillinase/β-lactamase.,Anti-staph penicillins are a type of penicillins that are resistant to penicillinase/β-lactamase.,31,0.25,-144.0,0.91796875,2.504198566965173,157,0.8525134921073914
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,17,"Respiratory syncytial virus (RSV) is the most common primary agent causing bronchiolitis. RSV is a highly contagious virus that affects the respiratory tract, particularly in infants and young children. Symptoms of RSV infection may include coughing, wheezing, difficulty breathing, fever, and runny nose. In severe cases, RSV infection can lead to bronchiolitis, which is an inflammation of the small airways in the lungs. Treatment for RSV infection may involve supportive care, such as oxygen therapy or intravenous fluids, and in some cases, antiviral medications may be prescribed. Prevention of RSV infection is key, and measures such as frequent hand washing, avoiding close contact with sick individuals, and vaccination for high-risk individuals can help reduce the spread of the virus. Overall, RSV is a major cause of respiratory illness in infants and young children, and it is important to take steps to prevent and manage the infection.",Respiratory syncytial virus (RSV) is the most common cause of bronchiolitis.,Respiratory syncytial virus (RSV) is the most common cause of bronchiolitis.,23,0.1360544217687075,-141.0,0.72265625,2.059897552976441,196,0.8656144142150879
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,18,Inhibiting Gi via the pertussis toxin can result in increased levels of cAMP.,Inhibiting Gi via the pertussis toxin causes an increase in cAMP levels.,Inhibiting Gi via the pertussis toxin causes an increase in cAMP levels.,19,0.7272727272727272,-8.5625,0.44921875,1.5670874200815372,19,0.9872888922691345
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,19,"When CH2O is negative, urine is hyper-osmotic relative to plasma.","CH2O, or citrate, is a negatively charged molecule that can affect the osmolarity of urine relative to plasma. When CH2O is present in the urine, it can cause a decrease in the osmolarity of the urine, which is known as hypokalemia. This is because CH2O is a weak electrolyte that can help to balance the concentration of other electrolytes in the body, such as sodium and chloride, and can also help to regulate the amount of water in the body. However, in the case of CH2O, the decrease in osmolarity of the urine can lead to a loss of water from the body, which can cause dehydration and other complications.","CH2O, or citrate, is a negatively charged molecule that can affect the osmolarity of urine relative to plasma. When CH2O is present in the urine, it can cause a decrease in the osmolarity of the urine, which is known as hypokalemia. This is because CH2O is a weak electrolyte that can help to balance the concentration of other electrolytes in the body, such as sodium and chloride, and can also help to regulate the amount of water in the body. However, in the case of CH2O, the decrease in osmolarity of the urine can lead to a loss of water from the body, which can cause dehydration and other complications.",141,0.15238095238095237,-22.375,1.3125,3.715450737941104,17,0.7430405616760254
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,20,"In β-thalassemia major, α4 tetramers precipitate and damage RBCs.","In β-thalassemia major, α4 tetramers are a type of abnormal hemoglobin that is produced by the body's attempt to compensate for the lack of functional β-globin chains in the blood. These tetramers are composed of four α-globin chains and are composed of two α4 chains. They are produced by the liver and are released into the bloodstream, where they can bind to and bind to transferrin, a protein that helps to transport iron in the blood. This binding process is known as the α4 tetramerization of transferrin. The α4 tetramer is thought to play a role in the regulation of iron homeostasis and the maintenance of the structure and function of transferrin.","In β-thalassemia major, α4 tetramers are a type of abnormal hemoglobin that is produced by the body's attempt to compensate for the lack of functional β-globin chains in the blood. These tetramers are composed of four α-globin chains and are composed of two α4 chains. They are produced by the liver and are released into the bloodstream, where they can bind to and bind to transferrin, a protein that helps to transport iron in the blood. This binding process is known as the α4 tetramerization of transferrin. The α4 tetramer is thought to play a role in the regulation of iron homeostasis and the maintenance of the structure and function of transferrin.",153,0.12500000000000003,-23.5,1.0703125,2.916290698438084,22,0.7387551665306091
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,21,Cyanide may inhibit the ETC by binding Fe3+ and preventing transfer of electrons to O2 in complex IV.,Cyanide inhibits the electron transport chain (ETC) by binding to cytochrome c oxidase.,Cyanide inhibits the electron transport chain (ETC) by binding to cytochrome c oxidase.,24,0.3448275862068966,-50.75,2.03125,7.623609917712736,25,0.6913065910339355
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,22,Patients are typically screened for GBS infection at 35-37 weeks of pregnancy.,Patients are typically screened for Group B Streptococcus (GBS) infection at birth.,Patients are typically screened for Group B Streptococcus (GBS) infection at birth.,20,0.64,-21.875,1.28125,3.6011383362721756,17,0.7022805213928223
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,23,"DCIS stands for ductal carcinoma in situ, which is a non-invasive type of breast cancer that starts in the milk ducts. It is considered a precursor for invasive ductal carcinoma, which is a more advanced and potentially dangerous form of breast cancer that has spread beyond the milk ducts. If left untreated, DCIS can progress to invasive ductal carcinoma over time. LCIS stands for lobular carcinoma in situ, which is another type of non-invasive breast cancer that starts in the milk-producing glands. While LCIS itself is not considered a precursor for invasive carcinoma, it is a risk factor for developing invasive carcinoma in either breast. This is because women with LCIS have an increased risk of developing breast cancer in general, and this risk is not limited to the breast where LCIS was initially detected.","DCIS stands for ductal carcinoma in situ, which is a non-invasive type of breast cancer that begins in the milk ducts of the breast. It is a pre-cancerous condition that can sometimes progress to invasive carcinoma, but it is not considered a true cancer. LCIS stands for lobular carcinoma in situ, which is a non-invasive type of breast cancer that begins in the lobules of the breast. It is a pre-cancerous condition that can sometimes progress to invasive carcinoma, but it is not considered a true cancer. The risk of developing invasive carcinoma in either breast cancer is increased in women with LCIS, particularly if they have a family history of breast cancer or other risk factors such as a strong family history of breast cancer, a family history of ovarian cancer, or a personal history of radiation exposure to radiation.","DCIS stands for ductal carcinoma in situ, which is a non-invasive type of breast cancer that begins in the milk ducts of the breast. It is a pre-cancerous condition that can sometimes progress to invasive carcinoma, but it is not considered a true cancer. LCIS stands for lobular carcinoma in situ, which is a non-invasive type of breast cancer that begins in the lobules of the breast. It is a pre-cancerous condition that can sometimes progress to invasive carcinoma, but it is not considered a true cancer. The risk of developing invasive carcinoma in either breast cancer is increased in women with LCIS, particularly if they have a family history of breast cancer or other risk factors such as a strong family history of breast cancer, a family history of ovarian cancer, or a personal history of radiation exposure to radiation.",171,0.6046511627906976,-138.0,0.83984375,2.3160050727154613,164,0.9542901515960693
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,24,"The standard treatment options for seborrheic dermatitis in infants are emollients and non-medicated shampoos.

Seborrheic dermatitis is a common skin condition that can affect infants, causing red, scaly patches on the scalp, face, and other areas of the body. The standard treatment options for seborrheic dermatitis in infants are emollients and non-medicated shampoos. Emollients, such as petroleum jelly or mineral oil, can help to soothe and moisturize the affected skin, reducing itching and irritation. Non-medicated shampoos can be used to gently cleanse the scalp and remove any scales or crusts that may have formed. In some cases, a mild topical steroid cream may be prescribed to reduce inflammation and itching. It is important for parents to follow their healthcare provider's instructions for treatment and to avoid using harsh soaps or other products that may further irritate the skin. With proper care, most cases of seborrheic dermatitis in infants can be effectively managed and do not cause lasting harm.",The standard treatment options for seborrheic dermatitis in infants include topical corticosteroids and topical antifungals.,The standard treatment options for seborrheic dermatitis in infants include topical corticosteroids and topical antifungals.,28,0.11976047904191617,-159.0,0.72265625,2.059897552976441,220,0.832603394985199
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,25,"Benign tumors usually display a low nuclear:cytoplasmic ratio, meaning that the size of the nucleus in relation to the size of the cell is relatively small. This is in contrast to malignant tumors, which often have a high nuclear:cytoplasmic ratio and can have abnormally large nuclei in relation to the size of the cell. The low nuclear:cytoplasmic ratio in benign tumors is one of the factors that distinguishes them from malignant tumors, although other features such as the level of mitotic activity, size, shape, and appearance of the cells may also be used to differentiate between the two. While benign tumors are not generally considered to be life-threatening, they can still cause significant health problems depending on their location and size, and may require surgical removal or other interventions. Malignant tumors, on the other hand, can be much more aggressive and may require more aggressive treatments such as chemotherapy, radiation therapy, or surgery.","Benign tumors have a high nuclear:cytoplasmic ratio, while malignant tumors have a low nuclear:cytoplasmic ratio.","Benign tumors have a high nuclear:cytoplasmic ratio, while malignant tumors have a low nuclear:cytoplasmic ratio.",29,0.18987341772151897,-151.0,0.7890625,2.2013317100932475,192,0.8980096578598022
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,26,"The most common cause of C-MOPS is Streptococcus pneumoniae. The symptoms associated with C-MOPS include redness and discharge in the eyes, fever, chills, headache, neck stiffness, ear pain, cough, nasal discharge, and sinus tenderness.","The most common cause of C-MOPS is a viral infection, which is associated with symptoms of respiratory distress, fever, and cough.","The most common cause of C-MOPS is a viral infection, which is associated with symptoms of respiratory distress, fever, and cough.",28,0.490566037735849,-67.5,1.2265625,3.4094892499365113,55,0.8676577806472778
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,27,"The Babinski reflex typically disappears in infants by the age of 12 months. The Babinski reflex is an automatic response that infants have when the sole of their foot is stroked, causing their toes to fan out and their big toe to extend upward. This reflex is a normal part of an infant's development, but as they grow and develop, they begin to lose this reflex and develop more mature motor skills. While the Babinski reflex usually disappears by 12 months, it can vary from infant to infant and may persist for longer in some cases. If you have concerns about your infant's development or reflexes, it is always best to consult with a healthcare provider.",The Babinski reflex typically disappears in infants at around 4-6 months of age.,The Babinski reflex typically disappears in infants at around 4-6 months of age.,19,0.1475409836065574,-129.0,0.95703125,2.6039544971997426,135,0.9211558699607849
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,28,Patients with granulosa cell tumors can develop an endometrial carcinoma.,Granulosa cell tumors can develop into granulosa cell tumors.,Granulosa cell tumors can develop into granulosa cell tumors.,15,0.5555555555555556,-8.625,0.57421875,1.7757426858858776,15,0.7474557161331177
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,29,"NF1 presents with neurofibromas, which are composed of schwann cells that form a swirl of myelin around axons. The neurofibromas are typically benign and can present in childhood or adulthood.","NF1 is a genetic disorder that is characterized by the development of multiple neurofibromas, which are benign tumors that arise from the nerve tissue. These tumors are typically located in the soft tissues of the head and neck, such as the skin, bones, and soft tissues. The neurofibromas in NF1 are usually benign, meaning they are not cancerous and do not spread to other parts of the body. However, they can cause symptoms such as skin changes, headaches, and facial asymmetry. The neurofibromas in NF1 are usually present in childhood, but can persist into adulthood.","NF1 is a genetic disorder that is characterized by the development of multiple neurofibromas, which are benign tumors that arise from the nerve tissue. These tumors are typically located in the soft tissues of the head and neck, such as the skin, bones, and soft tissues. The neurofibromas in NF1 are usually benign, meaning they are not cancerous and do not spread to other parts of the body. However, they can cause symptoms such as skin changes, headaches, and facial asymmetry. The neurofibromas in NF1 are usually present in childhood, but can persist into adulthood.",124,0.2982456140350877,-67.0,1.5546875,4.733607041801626,43,0.8651490211486816
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,30,"In cloning, the next step after the production of cDNA is to insert cDNA fragments into a vector, which is typically a bacterial plasmid. The purpose of the vector is to provide a vehicle for the cDNA to be introduced into bacterial cells and replicated. Bacterial plasmids are commonly used as vectors because they are small, circular pieces of DNA that can be easily manipulated in the laboratory. They also often contain antibiotic resistance genes, which can be used to select for the bacteria that have taken up the plasmid with the cDNA insert. This allows for the isolation of the bacteria that contain the desired recombinant DNA for further study or use.",The next step after the production of cDNA is the use of a plasmid vector to amplify the cDNA.,The next step after the production of cDNA is the use of a plasmid vector to amplify the cDNA.,25,0.23214285714285715,-165.0,1.2265625,3.4094892499365113,135,0.6840510368347168
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,31,Cryptosporidium oocysts can be visualized with an Acid-Fast (Ziehl-Neelsen) stain.,Cryptosporidium oocysts can be visualized using the acid-fast stain.,Cryptosporidium oocysts can be visualized using the acid-fast stain.,19,0.7999999999999999,-24.375,0.90234375,2.4653745667312625,27,0.9643408060073853
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,32,"When a xanthoma affects the eyelids, it is known as xanthelasma.",A xanthoma is a medical term used to describe a benign growth or lump that can occur on the eyelids.,A xanthoma is a medical term used to describe a benign growth or lump that can occur on the eyelids.,25,0.24000000000000005,-14.0625,0.73828125,2.092336219359141,19,0.8653388023376465
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,33,The likely diagnosis in this patient is vertebral osteomyelitis.,The likely diagnosis for the patient's condition is osteomyelitis.,The likely diagnosis for the patient's condition is osteomyelitis.,15,0.625,-10.3125,0.734375,2.0841789734955687,14,0.8432190418243408
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,34,"Chondrosarcomas, Ewing sarcomas, and osteosarcomas commonly metastasize to the lungs through hematogenous spread. Hematogenous spread means that the cancer cells travel through the bloodstream to other parts of the body, and the lungs are a common site for these types of sarcomas to spread to. When cancer cells reach the lungs, they can form new tumors, which can cause symptoms such as coughing, shortness of breath, and chest pain. Monitoring for metastases is an important part of managing these types of sarcomas, as early detection and treatment of metastases can improve outcomes for patients.","Chondrosarcomas, Ewing sarcomas, and osteosarcomas commonly metastasize to the lungs.","Chondrosarcomas, Ewing sarcomas, and osteosarcomas commonly metastasize to the lungs.",28,0.18947368421052632,-103.0,0.78515625,2.1927495310818794,131,0.7814845442771912
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,35,Dense granules of platelets contain Ca2+ and ADP.,"The dense granules of platelets contain several substances, including ADP, ATP, and calcium.","The dense granules of platelets contain several substances, including ADP, ATP, and calcium.",21,0.7000000000000001,-16.5,1.1015625,3.0088637024644465,15,0.9009857773780823
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,36,Adenovirus can bind cells via hemagglutinin.,Adenovirus binds to the cell surface via a protein called fiber.,Adenovirus binds to the cell surface via a protein called fiber.,16,0.26666666666666666,-16.875,1.203125,3.3305085165287003,14,0.7510486841201782
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,37,Alcohols and Chlorhexidine achieve their antimicrobial effects by denaturing proteins and disrupting cell membranes.,Alcohols and Chlorhexidine use a combination of antimicrobial agents to achieve their antimicrobial effects.,Alcohols and Chlorhexidine use a combination of antimicrobial agents to achieve their antimicrobial effects.,22,0.5185185185185186,-12.0,0.5703125,1.7688197212374674,21,0.760646641254425
leandrodevai/finetuning-trial_lr5e5_r16_meta-llama_Llama-3.2-1B-Instruct,38,"Yes, it is possible for visual and auditory changes to occur as a prodrome of syncope. Syncope, also known as fainting, is a sudden loss of consciousness caused by a temporary reduction in blood flow to the brain. Prior to fainting, some individuals may experience warning signs such as lightheadedness, dizziness, visual changes (such as tunnel vision), or auditory changes (such as ringing in the ears). These warning signs are known as prodromes and can help individuals recognize when they are about to faint, giving them time to sit or lie down to avoid injury. It is important for individuals who experience syncope or prodromes to discuss their symptoms with their healthcare provider to determine the underlying cause and appropriate treatment plan.","Yes, it is possible for visual and auditory changes to occur as a warning sign (prodrome) of syncope.","Yes, it is possible for visual and auditory changes to occur as a warning sign (prodrome) of syncope.",25,0.24060150375939848,-137.0,0.8984375,2.455762982177808,152,0.8484958410263062
